Experiment Name,Run Number,Timestamp (s),Memory Usage (MB)
memory_medium,0,0.00,25.29
memory_medium,0,0.10,71.54
memory_medium,0,0.20,114.29
memory_medium,0,0.30,122.04
memory_medium,0,0.40,135.79
memory_medium,0,0.51,139.66
memory_medium,0,0.61,139.66
memory_medium,0,0.71,143.66
memory_medium,0,0.81,143.66
memory_medium,0,0.91,147.66
memory_medium,0,1.01,149.66
memory_medium,0,1.11,149.66
memory_medium,0,1.21,153.66
memory_medium,0,1.31,155.66
memory_medium,0,1.41,157.66
memory_medium,0,1.51,159.66
memory_medium,0,1.61,161.66
memory_medium,0,1.71,161.66
memory_medium,0,1.81,163.66
memory_medium,0,1.91,170.41
memory_medium,0,2.01,173.41
memory_medium,0,2.12,173.41
memory_medium,0,2.22,177.41
memory_medium,0,2.32,179.41
memory_medium,0,2.42,183.41
memory_medium,0,2.52,185.41
memory_medium,0,2.62,187.41
memory_medium,0,2.72,191.41
memory_medium,0,2.82,193.41
memory_medium,0,2.92,195.41
memory_medium,0,3.02,195.41
memory_medium,0,3.12,197.29
memory_medium,0,3.22,199.29
memory_medium,0,3.32,199.29
memory_medium,0,3.42,211.16
memory_medium,0,3.52,211.16
memory_medium,0,3.63,213.04
memory_medium,0,3.73,213.04
memory_medium,0,3.83,213.04
memory_medium,0,4.09,215.04
memory_medium,1,0.00,24.92
memory_medium,1,0.10,69.92
memory_medium,1,0.20,112.42
memory_medium,1,0.31,144.04
memory_medium,1,0.41,186.54
memory_medium,1,0.51,206.92
memory_medium,1,1.36,16.07
memory_medium,2,0.00,24.75
memory_medium,2,0.10,67.88
memory_medium,2,0.20,100.25
memory_medium,2,0.30,100.25
memory_medium,2,0.40,106.25
memory_medium,2,0.50,118.25
memory_medium,2,0.61,142.25
memory_medium,2,0.71,142.25
memory_medium,2,0.81,146.25
memory_medium,2,0.91,146.25
memory_medium,2,1.01,150.00
memory_medium,2,1.11,150.25
memory_medium,2,1.21,150.25
memory_medium,2,1.31,166.25
memory_medium,2,1.41,168.25
memory_medium,2,1.51,174.25
memory_medium,2,1.61,174.25
memory_medium,2,1.72,180.25
memory_medium,2,1.82,181.88
memory_medium,2,1.92,188.25
memory_medium,2,2.02,194.25
memory_medium,2,2.12,197.25
memory_medium,2,2.22,197.25
memory_medium,2,2.32,196.75
memory_medium,2,2.74,18.90
memory_medium,3,0.00,25.12
memory_medium,3,0.10,67.62
memory_medium,3,0.20,76.25
memory_medium,3,0.30,78.25
memory_medium,3,0.40,78.25
memory_medium,3,0.51,78.25
memory_medium,3,0.61,80.25
memory_medium,3,0.71,89.00
memory_medium,3,0.81,130.88
memory_medium,3,0.91,133.25
memory_medium,3,1.01,133.25
memory_medium,3,1.11,134.75
memory_medium,3,1.21,136.75
memory_medium,3,1.31,136.75
memory_medium,3,1.41,136.75
memory_medium,3,1.51,136.75
memory_medium,3,1.62,143.25
memory_medium,3,1.72,162.38
memory_medium,3,1.82,162.38
memory_medium,3,1.92,162.38
memory_medium,3,2.02,162.38
memory_medium,3,2.12,167.62
memory_medium,3,2.22,173.12
memory_medium,3,2.32,173.12
memory_medium,3,2.43,173.12
memory_medium,3,2.53,173.12
memory_medium,3,2.63,173.12
memory_medium,3,2.73,173.12
memory_medium,3,2.83,173.12
memory_medium,3,2.93,173.12
memory_medium,3,3.03,173.12
memory_medium,3,3.13,173.12
memory_medium,3,3.23,173.12
memory_medium,3,3.33,173.12
