Experiment Name,Run Number,Start Time,Finish Time,Duration (s)
memory_low,0,1746102407.1384692,1746102407.4395585,0.3010892868041992
memory_low,1,1746102416.6746528,1746102417.1822789,0.5076260566711426
memory_low,2,1746102422.9766667,1746102423.2358043,0.2591376304626465
memory_low,3,1746102429.614527,1746102430.2229571,0.6084301471710205
memory_low,4,1746102434.7826698,1746102435.242283,0.4596133232116699
memory_low,5,1746102439.2730987,1746102439.5282145,0.2551157474517822
memory_low,6,1746102443.7194014,1746102443.971658,0.2522566318511963
memory_low,7,1746102447.906246,1746102448.2599528,0.35370683670043945
memory_low,8,1746102452.3194902,1746102452.5743067,0.25481653213500977
memory_low,9,1746102457.561514,1746102457.8135936,0.25207972526550293
